article_id	level	children	key	title	local_path	status
535fc195-875c-4aea-b850-96f797d75071	2	0	[30]	NGP-Vol5-[30] ဟီနရုပ် - ပဏီတရုပ်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[30]劣色 - 殊胜色.md	matched
bb1702ea-67f9-4710-94bd-9222cd7558f2	2	0	[31]	NGP-Vol5-[31] ဒူရရုပ် - သန္တိကရုပ်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[31]远色 - 近色.md	matched
bfeda6b4-8137-4830-8b97-dd350c483062	2	0	[34]a	NGP-Vol5-[34]a ဩဠာရိက ဝေဒနာ - သုခုမ ဝေဒနာ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[34]a 粗受 - 细受.md	matched
4bd4710f-b6f4-4d4f-a544-76faeed68bba	2	0	[34]b	NGP-Vol5-[34]b ၁။ ဇာတိ = ဇာတ်၏ အစွမ်းဖြင့် ဩဠာရိက သုခုမ ဖြစ်ပုံ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[34]b 一、依生的力量而成为粗细的情形.md	matched
718ae7d5-806f-44d9-b216-001d8fa7dac1	2	0	[37]	NGP-Vol5-[37] ၂ ။ သဘာ၀၏ အစွမ်းဖြင့် ဩဠာရိက သုခုမ ဖြစ်ပုံ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[37]二、依自性之力而成为粗、细的情形.md	matched
817a1b59-edf5-4088-a693-3aa0ce478ba2	2	0	[38]a	NGP-Vol5-[38]a လှုပ်ရှားမှု - ချောက်ချားမှု	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[38]a 动摇 - 扰动.md	matched
ac867998-2527-4e48-8088-2a4386f71f5a	2	0	[38]b	NGP-Vol5-[38]b ၃။ ပုဂ္ဂိုလ်၏ အစွမ်းဖြင့် ဩဠာရိက သု	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[38]b 三、依人而成粗细.md	matched
3ae74bd9-623f-4cb0-8e75-6a2a1b3e5c71	2	0	[39]a	NGP-Vol5-[39]a ၄။ လောကီ လောကုတ္တရာ၏ အစွမ်းဖြင့် ဩဠာ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[39]a 四、依世间出世间而成粗细的情形.md	matched
aaf51a4d-1c31-4f07-ba52-fa6af46bb64a	2	0	[39]b	NGP-Vol5-[39]b ရှောင်ရှားသင့်သော အချက်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[39]b 应当避免的要点.md	matched
be7d1429-53fc-4ab5-9e28-2a53279c1c87	2	0	[40]	NGP-Vol5-[40] အချင်းချင်း ထောက်ဆ၍ ထောက်ဆ၍ ဩဠာရိက သုခုမ ယူပုံ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[40]互相推度判定粗细的方法.md	matched
adde3d53-7337-4aed-bf2e-2e7bbcb9db70	2	0	[41]	NGP-Vol5-[41] တစ်နည်း ဩဠာရိက သုခုမ ခွဲပုံ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[41]另一种划分粗细的方式.md	matched
0bba0d77-f5d9-4435-8476-40ef22c83e51	2	0	[43]a	NGP-Vol5-[43]a ဟီန - ပဏီတ = အယုတ် - အမြတ်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[43]a 劣 - 殊胜 = 卑劣 - 高尚.md	matched
3ebd0480-1780-42f6-89c4-9fc190df3341	2	0	[43]b	NGP-Vol5-[43]b ဒူရ - သန္တိက = အဝေး - အနီး	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[43]b 远 - 近 = 远 - 近.md	matched
b241d044-9b38-45f6-bd27-a1db58ee64ef	2	0	[43]c	NGP-Vol5-[43]c သင်္ခါရက္ခန္ဓာ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[43]c 行蕴.md	matched
4eec6b36-2948-4274-b9c1-468c6139b7f4	2	0	[44]	NGP-Vol5-[44] အကျုံးဝင်နိုင်ပုံ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[44]能够涵摄的方式.md	matched
bb7243e2-0900-461c-a9ba-c43ce2d47cbf	2	0	[45]	NGP-Vol5-[45] နာမ်ခန္ဓာ လေးပါး	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[45]四种名蕴.md	matched
455dc83a-2dd3-46e9-910a-ddbdd6198329	2	0	[45]b	NGP-Vol5-[45]b ရူပက္ခန္ဓာ၌ ခွဲ၍ ရှုပုံ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[45]b 在色蕴中分别观照的方法.md	matched
720f08cd-693f-42c6-8d7e-797486a84870	2	0	[47]	NGP-Vol5-[47] လက္ခဏ၀ဝတ္ထာန ဝါရ = အနိစ္စသမ္မသန， ဒု	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[47]相之确立篇 = 无常思惟、苦思惟、无我思惟.md	matched
6148342e-1a82-458b-8283-2e3174a61f08	2	0	[47]b	NGP-Vol5-[47]b သီဟောပမသုတ္တန်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[47]b 狮子喻经.md	matched
8128965a-f387-4301-9b77-e2d3098e1362	2	0	[50]a	NGP-Vol5-[50]a သင်္ခါရဒုက္ခသည်သာ လိုရင်းဖြစ်သည်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[50]a 唯有行苦才是根本.md	matched
ca470ddc-bb33-4808-876b-04a249526ad1	2	0	[50]b	NGP-Vol5-[50]b သမ္မသနအပြား	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[50]b 思惟的种类.md	matched
be187ecf-cbdb-4f1a-bf10-4f85bd25ba1d	2	0	[51]	NGP-Vol5-[51] အနိစ္စာနုပဿနာ ပရိယာယ်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[51]无常随观的异名.md	matched
e741d929-4a86-4352-bfc4-3acfb15b8f33	2	0	[52]a	NGP-Vol5-[52]a ရှုပုံစနစ်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[52]a 观照的方法.md	matched
bd158d61-51ff-4f0a-aa4e-6a80c515c5f2	2	0	[52]b	NGP-Vol5-[52]b အာယတန (၁၂) ပါးနည်း， ဓာတ် (၁၈) ပါးနည်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[52]b 十二入处法、十八界法.md	matched
b794b131-0079-4ee1-a93c-1996f512ed02	2	0	[53]	NGP-Vol5-[53] သဠာယတနဝဂ္ဂသံယုတ်ပါဠိတော် ရှုကွက်များ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[53]《六处品相应》圣典中的诸观照法.md	matched
b7fed1b8-1a95-4bf0-9a66-77922eb7bbba	2	0	[54]	NGP-Vol5-[54] သတိပဋ္ဌာန်ကျင့်ထုံး ဥပဒေသများ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[54]念处修法的种种教示.md	matched
34ec98bc-6bd9-4259-bef5-28a52816cbcb	2	0	[55]	NGP-Vol5-[55] ဝေဒနာနုပဿနာ သတိပဋ္ဌာန်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[55]受随观念处.md	matched
9eff255b-dcd0-42b8-a9db-9ca9cc845a1f	2	0	[56]	NGP-Vol5-[56] လွယ်ကူသော စနစ်တစ်ခု	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[56]一个简易的方法.md	matched
fd9029d1-9298-4c84-b6c7-d6f539c1a81f	2	0	[57]a	NGP-Vol5-[57]a စိတ္တာနုပဿနာ သတိပဋ္ဌာန်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[57]a 心随观念处.md	matched
b0068049-b6b4-49f9-94af-d1ba9c7432b5	2	0	[57]b	NGP-Vol5-[57]b ဓမ္မာနုပဿနာ သတိပဋ္ဌာန်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[57]b 法随观念处.md	matched
05c9209a-767e-4a61-8198-98dab1c48279	2	0	[58]a	NGP-Vol5-[58]a အတိတ်， အနာဂတ်， ပစ္စုပ္ပန်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[58]a 过去、未来、现在.md	matched
a06775fa-456d-43a2-b6e3-0760c7bed1e6	2	0	[58]b	NGP-Vol5-[58]b အသုဘ ဘာ၀နာ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[58]b 不净修习.md	matched
792b3a2b-74b0-4b58-8263-c50b45bf8e0b	2	0	[58]c	NGP-Vol5-[58]c သမ္မောဟဝိနောဒနီ အဋ္ဌကထာနှင့် မူလဋီကာ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[58]c 《迷惑冰消》义注与根本复注.md	matched
fa0aa62b-88bc-4215-9c95-30d155c77175	2	0	[59]	NGP-Vol5-[59] အနုပါဒိန္နက ပက္ခ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[59]非执取分.md	matched
df8d0d57-3de8-41f0-95f6-b0bd18c74122	2	0	[60]	NGP-Vol5-[60] စေတိယပဗ္ဗတဝါသီ မဟာတိဿထေရ်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[60]住佛塔山的大帝思长老.md	matched
67c1404e-53c5-4884-8393-4f2c4909245c	2	0	[61]	NGP-Vol5-[61] အရဟတ္တဖိုလ်သို့ ဆိုက်ရောက်တော်မူပုံ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[61]证得阿拉汉果的经过.md	matched
8109633d-511e-4dd2-9237-376e2fec41f5	2	0	[62]a	NGP-Vol5-[62]a သဝိညာဏကအသုဘ - အဝိညာဏကအသုဘ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[62]a 有意识的不净 - 无意识的不净.md	matched
3a8ca25f-4dc4-4f61-bc4c-6d2521f0d30d	2	0	[62]b	NGP-Vol5-[62]b သမထနှင့် ဝိပဿနာ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[62]b 止与观.md	matched
15292c6e-8bbc-42b0-9a5d-eed2f04e1303	2	0	[62]c	NGP-Vol5-[62]c ဟတ္ထေဂဟိတပဥှဝတ္ထု = လက်ကိုကိုင်၍ ပြေ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[62]c 握手所说之事 = 握着手而讲说的故事.md	matched
c61f4930-9d92-4ae8-85f9-4ffed1722f35	2	0	[62]d	NGP-Vol5-[62]d သဘာဂ - ဝိသဘာဂ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[62]d 同分 - 异分.md	matched
cb472465-3701-4026-a67a-e2beb4a0e7a2	2	0	[64]	NGP-Vol5-[64] ဝိပဿနာပိုင်း အဝိညာဏကအသုဘ = သေအသုဘ ရှုကွက်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[64]观篇 无识不净 = 死尸不净 观照法.md	matched
bc244233-8a52-4a5f-8d3f-729fe1c2d113	2	0	[66]	NGP-Vol5-[66] သူသေကောင် (၉) မျိုး	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[66]九种死尸.md	matched
1006f168-3e2b-42f7-9362-03aa5f5e2cf1	2	0	[67]a	NGP-Vol5-[67]a လက္ခဏာယာဉ် တင်ပါ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[67]a 请架设特相之车.md	matched
fcb069c8-9749-45be-8d0e-774bc77c48dd	2	0	[67]b	NGP-Vol5-[67]b ခြွင်းချက် အနည်းငယ်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[67]b 若干例外.md	matched
67bce438-5df5-4541-8298-c3e788764201	2	0	[68]a	NGP-Vol5-[68]a အခက်အခဲတစ်ရပ်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[68]a 一个难处.md	matched
fd801e60-6da3-460f-b792-587d160e138d	2	0	[68]b	NGP-Vol5-[68]b ရာဂကို တိုက်ဖျက်ရေး	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[68]b 摧毁贪欲.md	matched
93758291-d94d-4c43-a620-36d3f7a1ea1d	2	0	[69]	NGP-Vol5-[69] သဝိညာဏကအသုဘ = ရှင်အသုဘ ရှုကွက်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[69] 有识不净 = 活体不净 观照法.md	matched
669d07bf-bd62-4c70-b93a-e9527d54900b	2	0	[70]	NGP-Vol5-[70] ၃။ ရုပ်ပရမတ်တရားတို့ကိုလည်း အသုဘရှု	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[70]也将诸色究竟法作不净观照的方法.md	matched
e52a9afe-af23-48c0-88c3-c1d91f34aa59	2	0	[71]a	NGP-Vol5-[71]a အာဒီနဝါနုပဿနာ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[71]a 过患随观.md	matched
e7c77f05-6710-47c7-803d-b1b200aaa38f	2	0	[71]b	NGP-Vol5-[71]b သမထနှင့် ဝိပဿနာ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[71]b 止与观.md	matched
92b1b15f-ee2b-4aa8-aeaa-9b7673b0e402	2	0	[72]	NGP-Vol5-[72] နာမ်တရားတို့၏ အသုဘသဘော	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[72]名法的不净性质.md	matched
51c07e19-193f-438e-a71f-84acdb10c3d3	2	0	[73]	NGP-Vol5-[73] အဋ္ဌကထာကြီးများ၏ သတ်မှတ်ချက်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[73]诸大义注的判定.md	matched
2de1dc09-75c4-4a55-b196-6b8a44487edb	2	0	[74]	NGP-Vol5-[74] ရုပ်-နာမ် တွဲ၍လည်း ရှုပါ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[74]也将色与名配对观照.md	matched
6e884920-9bce-485d-914d-f892e55683ca	2	0	[75]	NGP-Vol5-[75] ပဋိစ္စသမုပ္ပါဒ် အင်္ဂါရပ်များ	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[75]缘起诸支.md	matched
4e52e92f-6228-425b-87b2-a0eb6c409bff	2	0	[76]a	NGP-Vol5-[76]a တော (၄၀) ရှုကွက်	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[76]a 四十种观照角度.md	matched
7f7c1199-3e7a-4b1f-8ee6-8c7b3f5e2b4b	1	9	[76]b	[76]b အနိစ္စလက္ခဏာ (၁၀) ချက်.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[76]无常相（十）项/[76]b 无常相（十）项.md	matched
d7049378-f6c5-4e10-a70a-fc500ca91ab3	2	0	[77]a	[77]a ၁။ အနိစ္စတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[76]无常相（十）项/[77]a 一、就无常而言.md	matched
5f9f34ce-5f77-4e81-b21e-94942934128e	2	0	[77]b	[77]b ၂။ ပလောကတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[76]无常相（十）项/[77]b 二、败坏.md	matched
61d6aa2e-9cc6-410d-9f14-25ef7b085a8d	2	0	[78]a	[78]a ၃။ စလတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[76]无常相（十）项/[78]a 三、动摇.md	matched
030e2a8a-2468-45da-9bc9-3772ea6d1388	2	0	[78]b	[78]b ၄။ ပဘင်္ဂုတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[76]无常相（十）项/[78]b 四、坏散.md	matched
aee4e9c6-3542-48c1-9339-6b925e3468d4	2	0	[79]	[79] ၆။ ဝိပရိဏာမဓမ္မတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[76]无常相（十）项/[79]六、变易法.md	matched
ba32971a-7a9e-481e-9339-f586bcd9f041	2	0	[79]b	[79]b ၇။ အသာရကတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[76]无常相（十）项/[79]b 七、无实质.md	matched
df6c2ae6-ad9d-4e67-83bd-3f80eacb4463	2	0	[79]c	[79]c ၈။ ဝိဘ၀တော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[76]无常相（十）项/[79]c 八、就灭尽而言.md	matched
01712eec-7bec-4f19-b1ab-99fa60f8e976	2	0	[80]	[80] ၉။ မရဏဓမ္မတော = မစ္စု.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[76]无常相（十）项/[80]九、就死法而言 = 死殁.md	matched
2ad2d4dd-3c6f-4329-9ca1-548c687beda7	2	0	[80]b	[80]b ၁၀။ သင်္ခတတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[76]无常相（十）项/[80]b 十、就有为而言.md	matched
f8b90b20-8a16-456d-bf65-c5f60b317175	1	22	[96]	[96]အနတ္တလက္ခဏာ (၅) ချက်.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[96]无我相（五）项.md	matched
e66bc331-6ae0-4f41-ac75-4b4fcdff8267	2	0	[97]a	[97]a ၁။ အနတ္တတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[97]a 一、无我.md	matched
e0542912-6b8c-48fb-9436-14b5aa98bead	2	0	[97]b	NGP-Vol5-[97]b ၂။ ပရတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[97]b 二、他.md	matched
575f1b34-2f90-4a81-b454-b607c27cb622	2	0	[98]a	NGP-Vol5-[98]a ၃။ ရိတ္တတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[98]a 三、空虚.md	matched
69edc38b-45ba-4874-8dd1-fd986e676c52	2	0	[98]b	NGP-Vol5-[98]b ၄။ တုစ္ဆတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[98]b 四、虚空.md	matched
eb189e29-bab5-49fb-b288-5fc822763835	2	0	[99]	NGP-Vol5-[99] ၅။ သုညတော.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[99] 五、空.md	matched
fab2ef28-e019-4812-afdd-a9dcde7e4e4a	2	0	[100]	NGP-Vol5-[100] ကိုယ့်တွက်ကိုယ်တာ ကျင့်ကြံပါ.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[100]为自己的利益而修行吧.md	matched
98625f7b-3bf1-42fb-9165-167021eead5e	2	0	[101]	NGP-Vol5-[101] ဣန္ဒြေ ထက်မြက်ကြောင်းတရား (၉) ပါး.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[101]令诸根敏锐之九法.md	matched
617c890b-73a9-4dd2-bd02-b091123db102	2	0	[105]	NGP-Vol5-[105] ရှုလို့ရနိုင်ပါသလား.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[105]能观得到吗.md	matched
ad72ebdb-f4d5-4777-90b2-86c33f37c77e	2	0	[106]	NGP-Vol5-[106] အရူပနိဗ္ဗတ္တိပဿနာကာရ (ဝိသုဒ္ဓိ၊၂၊၂၅၂.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[106]观见名法生起之行相.md	matched
af84674f-f4a9-4d67-9bad-2f2c97d322a2	2	0	[108]	NGP-Vol5-[108] ဉာဏ်၏ အာနုဘော် ကြီးမားပုံ.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[108]智的威力何其巨大.md	matched
534b96ca-0447-4b21-8687-d72d33b04608	2	0	[110]	NGP-Vol5-[110] ပညာဘာ၀နာ ပြည့်စုံနိုင်ပါသည်.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[110]慧修习能够圆满.md	matched
0aace108-a8cd-47d2-a8d0-5d489d3a0439	2	0	[110]b	NGP-Vol5-[110]b ရှေးဟောင်းလမ်းရိုးကြီးသာ ဖြစ်သည်.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[110]b 唯是古道旧辙.md	matched
4e96477e-5067-40e8-93a4-eb304b237e1b	2	0	[112]	NGP-Vol5-[112] အနတ္တလက္ခဏသုတ္တန် ဒေသနာတော်.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[112] 无我相经教法开示.md	matched
71383715-b19f-40d6-b093-cb4bb0781b0c	2	0	[114]	NGP-Vol5-[114] အနတ္တလက္ခဏသုတ္တန်ဒေသနာတော် မြန်မာပြ.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[114] 无我相经教法开示·缅译.md	matched
2a26a1d1-b95e-4f06-809d-56885b19d4e7	2	0	[119]	NGP-Vol5-[119] အရှင်မဟာမောဂ္ဂလ္လာန်မထေရ်မြတ်ကြီး.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[119] 尊者马哈摩嘎喇那大长老.md	matched
e6484fd5-82cc-4a0d-a764-8bb367de8037	2	0	[120]	NGP-Vol5-[120] အရှင်သာရိပုတ္တကိုယ်တော်မြတ်ကြီး.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[120] 尊者沙利子大长老.md	matched
f09b3396-aacf-4d3b-b375-ce72d3902ef3	2	0	[121]a	NGP-Vol5-[121]a အရှင်အာနန္ဒာကိုယ်တော်မြတ်ကြီး.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[121]a 尊者阿难达大长老.md	matched
b8d70435-3c1e-4a07-a2e1-e76d59b84e82	2	0	[121]b	NGP-Vol5-[121]b အာနန္ဒသုတ္တန် ဒေသနာတော်.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[121]b 阿难达经教法开示.md	matched
babf7ab1-2616-4d9b-94ee-382323ff9ce3	2	0	[121]c	NGP-Vol5-[121]c အာနန္ဒသုတ္တန် မြန်မာပြန်.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[121]c 阿难达经·缅译.md	matched
81bc58d8-9348-4945-bbb4-0e7b624b570c	2	0	[127]	NGP-Vol5-[127] အသိဉာဏ်၌ မထင်လာသောတရားများ.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[127]了知智中未显现的诸法.md	matched
9f0f2542-ea01-40cb-82a8-5675f6157153	2	0	[129]	NGP-Vol5-[129] အနိစ္စသုတ္တန်.md	vol_5/chinese/[1]b 道非道智见清净释 - 思惟智章/[96]无我相（五）项/[129]无常经.md	matched
